Century;Type;Race1;Race2;Planet;System;Event
2;Info;2468;;183780;53956;Colony founded
2;Info;2468;;183984;54009;Colony founded
2;Info;2468;;184035;54028;Colony founded
2;Info;2468;;184127;54053;Colony founded
2;Diplo;2468;1927;;54172;First Contact: No intercourse!
2;Info;2468;;186038;54643;Colony founded
2;Info;2468;;186039;54644;Colony founded
2;Info;2468;;186041;54644;Colony founded
2;Info;2468;;186062;54651;Colony founded
2;Info;2468;;186098;54660;Colony founded
2;Info;2468;;186137;54674;Colony founded
2;Info;2468;;186160;54680;Colony founded
2;Info;2468;;186199;54685;Colony founded
2;Info;2468;;186290;54722;Colony founded
2;Info;2468;;186350;54741;Colony founded
2;Info;2468;;186355;54745;Colony founded
2;Info;2468;;186464;54784;Colony founded
2;Info;2468;;186595;54825;Colony founded
2;Info;2468;;186610;54831;Colony founded
2;Info;2468;;187107;54984;Colony founded
2;Info;2468;;187234;55019;Colony founded
2;Info;2468;;189488;55658;Colony founded
2;Info;2468;;189569;55687;Colony founded
2;Info;2468;;189620;55702;Colony founded
2;Info;2468;;189642;55708;Colony founded
2;Info;2468;;189724;55740;Colony founded
2;Info;2468;;189746;55746;Colony founded
2;Info;2468;;189851;55782;Colony founded
2;Info;2468;;189897;55796;Colony founded
2;Info;2468;;190233;55894;Colony founded
2;Info;2468;;190489;55974;Colony founded
2;Info;2468;;191150;56165;Colony founded
2;Info;2468;;193146;56738;Colony founded
2;Info;2468;;193172;56748;Colony founded
2;Info;2468;;193272;56784;Colony founded
2;Info;2468;;193273;56785;Colony founded
2;Info;2468;;193277;56787;Colony founded
2;Info;2468;;193279;56788;Colony founded
2;Info;2468;;193366;56818;Colony founded
2;Info;2468;;193404;56828;Colony founded
2;Info;2468;;193408;56829;Colony founded
2;Info;2468;;193592;56885;Colony founded
2;Info;2468;;193637;56899;Colony founded
2;Info;2468;;193644;56902;Colony founded
2;Info;2468;;193705;56916;Colony founded
2;Info;2468;;194066;57030;Colony founded
2;Info;2468;;194110;57042;Colony founded
2;Info;2468;;194359;57119;Colony founded
2;Info;2468;;194819;57260;Colony founded
2;Info;2468;;196538;57776;Colony founded
2;Info;2468;;196575;57787;Colony founded
2;Info;2468;;196582;57787;Colony founded
2;Info;2468;;196626;57800;Colony founded
2;Info;2468;;196660;57817;Colony founded
2;Info;2468;;196962;57901;Colony founded
2;Info;2468;;197044;57932;Colony founded
2;Info;2468;;197058;57934;Colony founded
2;Info;2468;;197062;57935;Colony founded
2;Info;2468;;197092;57944;Colony founded
2;Info;2468;;197240;57988;Colony founded
2;Info;2468;;197241;57988;Colony founded
2;Info;2468;;197247;57989;Colony founded
2;Info;2468;;197313;58014;Colony founded
2;Info;2468;;197562;58089;Colony founded
2;Info;2468;;197676;58122;Colony founded
2;Info;2468;;197712;58137;Colony founded
2;Info;2468;;197780;58160;Colony founded
2;Info;2468;;197781;58160;Colony founded
2;Info;2468;;197859;58176;Colony founded
2;Info;2468;;198306;58305;Colony founded
2;Info;2468;;199813;58748;Colony founded
2;Info;2468;;199829;58752;Colony founded
2;Info;2468;;199942;58777;Colony founded
2;Info;2468;;199944;58777;Colony founded
2;Info;2468;;199962;58786;Colony founded
2;Info;2468;;200067;58815;Colony founded
2;Info;2468;;200085;58819;Colony founded
2;Info;2468;;200127;58828;Colony founded
2;Info;2468;;200299;58874;Colony founded
2;Info;2468;;200481;58928;Colony founded
2;Info;2468;;200732;58995;Colony founded
2;Info;2468;;200775;59008;Colony founded
2;Info;2468;;201155;59124;Colony founded
2;Info;2468;;201413;59180;Colony founded
2;Info;2468;;201793;59298;Colony founded
2;Info;2468;;201824;59311;Colony founded
2;Info;2468;;203224;59722;Colony founded
2;Info;2468;;203285;59734;Colony founded
2;Info;2468;;203363;59757;Colony founded
2;Info;2468;;203455;59778;Colony founded
2;Info;2468;;203461;59782;Colony founded
2;Info;2468;;203465;59784;Colony founded
2;Info;2468;;203564;59812;Colony founded
2;Info;2468;;203567;59814;Colony founded
2;Info;2468;;203605;59822;Colony founded
2;Info;2468;;203628;59833;Colony founded
2;Info;2468;;203665;59842;Colony founded
2;Info;2468;;203667;59843;Colony founded
2;Info;2468;;203677;59848;Colony founded
2;Info;2468;;203683;59848;Colony founded
2;Info;2468;;203740;59867;Colony founded
2;Info;2468;;203773;59878;Colony founded
2;Info;2468;;203774;59878;Colony founded
2;Info;2468;;203898;59910;Colony founded
2;Info;2468;;203899;59911;Colony founded
2;Info;2468;;204005;59941;Colony founded
2;Info;2468;;204012;59942;Colony founded
2;Info;2468;;204125;59976;Colony founded
2;Info;2468;;204143;59982;Colony founded
2;Info;2468;;204281;60022;Colony founded
2;Info;2468;;204306;60029;Colony founded
2;Info;2468;;204309;60031;Colony founded
2;Info;2468;;204376;60058;Colony founded
2;Info;2468;;204496;60090;Colony founded
2;Info;2468;;204601;60117;Colony founded
2;Info;2468;;204602;60118;Colony founded
2;Info;2468;;204652;60130;Colony founded
2;Info;2468;;204654;60130;Colony founded
2;Info;2468;;204724;60161;Colony founded
2;Info;2468;;204813;60189;Colony founded
2;Info;2468;;204875;60208;Colony founded
2;Info;2468;;205192;60289;Colony founded
2;Info;2468;;205194;60289;Colony founded
2;Info;2468;;206801;60778;Colony founded
2;Info;2468;;206816;60780;Colony founded
2;Info;2468;;206825;60781;Colony founded
2;Info;2468;;206879;60798;Colony founded
2;Info;2468;;206898;60802;Colony founded
2;Info;2468;;206899;60802;Colony founded
2;Info;2468;;206970;60822;Colony founded
2;Info;2468;;207074;60864;Colony founded
2;Info;2468;;207110;60877;Colony founded
2;Info;2468;;207317;60931;Colony founded
2;Info;2468;;207538;60991;Colony founded
2;Info;2468;;207540;60992;Colony founded
2;Info;2468;;207693;61044;Colony founded
2;Info;2468;;207726;61052;Colony founded
2;Info;2468;;207745;61057;Colony founded
2;Info;2468;;207796;61073;Colony founded
2;Info;2468;;207838;61083;Colony founded
2;Info;2468;;207927;61106;Colony founded
2;Info;2468;;208055;61138;Colony founded
2;Info;2468;;208171;61176;Colony founded
2;Info;2468;;208188;61180;Colony founded
2;Info;2468;;208286;61208;Colony founded
2;Diplo;2468;2176;;61224;First Contact: No intercourse!
2;Battle;2468;2251;208413;61246;Planet conquered by race 2468
2;Battle;2468;2251;208492;61272;Planet conquered by race 2468
2;Info;2468;;208532;61284;Colony founded
2;Info;2468;;208572;61295;Colony founded
2;Info;2468;;208573;61295;Colony founded
2;Info;2468;;210258;61793;Colony founded
2;Info;2468;;210413;61840;Colony founded
2;Info;2468;;210558;61884;Colony founded
2;Info;2468;;210591;61892;Colony founded
2;Info;2468;;210604;61894;Colony founded
2;Info;2468;;210698;61922;Colony founded
2;Info;2468;;210701;61922;Colony founded
2;Info;2468;;210704;61923;Colony founded
2;Info;2468;;210749;61944;Colony founded
2;Info;2468;;210775;61951;Colony founded
2;Info;2468;;210910;61989;Colony founded
2;Info;2468;;211028;62020;Colony founded
2;Info;2468;;211147;62053;Colony founded
2;Info;2468;;211234;62071;Colony founded
2;Info;2468;;211287;62087;Colony founded
2;Info;2468;;211544;62153;Colony founded
2;Info;2468;;211546;62154;Colony founded
2;Info;2468;;211600;62168;Colony founded
2;Info;2468;;211601;62168;Colony founded
2;Info;2468;;211662;62181;Colony founded
2;Info;2468;;211700;62190;Colony founded
2;Info;2468;;211705;62192;Colony founded
2;Battle;2468;2251;211992;62283;Planet conquered by race 2468
2;Battle;2468;2251;211996;62283;Planet conquered by race 2468
2;Battle;2468;2251;212001;62283;Planet conquered by race 2468
2;Battle;2468;2251;212055;62297;Planet conquered by race 2468
2;Info;2468;;212128;62323;Colony founded
2;Diplo;2468;2216;;62374;First Contact: No intercourse!
2;Diplo;2468;2219;;62409;First Contact: No intercourse!
2;Info;2468;;213795;62839;Colony founded
2;Info;2468;;213983;62885;Colony founded
2;Info;2468;;214017;62896;Colony founded
2;Info;2468;;214026;62902;Colony founded
2;Info;2468;;214028;62902;Colony founded
2;Info;2468;;214065;62914;Colony founded
2;Info;2468;;214096;62923;Colony founded
2;Info;2468;;214185;62956;Colony founded
2;Info;2468;;214197;62961;Colony founded
2;Info;2468;;214202;62961;Colony founded
2;Info;2468;;214444;63030;Colony founded
2;Info;2468;;214488;63045;Colony founded
2;Info;2468;;214504;63048;Colony founded
2;Info;2468;;214509;63050;Colony founded
2;Info;2468;;214606;63088;Colony founded
2;Info;2468;;214652;63107;Colony founded
2;Info;2468;;214807;63152;Colony founded
2;Info;2468;;214924;63189;Colony founded
2;Info;2468;;214958;63202;Colony founded
2;Battle;2468;2251;215152;63247;Planet conquered by race 2468
2;Battle;2468;2251;215239;63281;Planet conquered by race 2468
2;Battle;2468;2251;215272;63291;Planet conquered by race 2468
2;Battle;2468;2251;215274;63291;Planet conquered by race 2468
2;Battle;2468;2251;215313;63308;Planet conquered by race 2468
2;Battle;2468;2251;215596;63370;Planet conquered by race 2468
2;Info;2468;;215747;63415;Colony founded
2;Info;2468;;217242;63848;Colony founded
2;Info;2468;;217290;63862;Colony founded
2;Info;2468;;217378;63883;Colony founded
2;Info;2468;;217379;63884;Colony founded
2;Info;2468;;217387;63885;Colony founded
2;Info;2468;;217398;63889;Colony founded
2;Info;2468;;217456;63907;Colony founded
2;Info;2468;;217458;63907;Colony founded
2;Info;2468;;217532;63923;Colony founded
2;Info;2468;;217540;63926;Colony founded
2;Info;2468;;217593;63943;Colony founded
2;Info;2468;;217700;63985;Colony founded
2;Info;2468;;217707;63987;Colony founded
2;Info;2468;;217822;64022;Colony founded
2;Info;2468;;217833;64025;Colony founded
2;Info;2468;;217835;64025;Colony founded
2;Info;2468;;217837;64026;Colony founded
2;Info;2468;;217914;64047;Colony founded
2;Info;2468;;217917;64047;Colony founded
2;Info;2468;;218023;64079;Colony founded
2;Info;2468;;218027;64080;Colony founded
2;Info;2468;;218028;64080;Colony founded
2;Info;2468;;218159;64116;Colony founded
2;Info;2468;;218221;64135;Colony founded
2;Info;2468;;218294;64153;Colony founded
2;Info;2468;;218499;64216;Colony founded
2;Info;2468;;218549;64226;Colony founded
2;Diplo;2468;2288;;64248;First Contact: War!
2;Battle;2468;2288;218618;64248;Planet conquered by race 2468
2;Battle;2468;2288;218619;64248;Planet conquered by race 2468
2;Battle;2468;2251;218879;64328;Planet conquered by race 2468
2;Info;2468;;218922;64340;Colony founded
2;Battle;2468;2251;218928;64342;Planet conquered by race 2468
2;Info;2468;;220688;64853;Colony founded
2;Info;2468;;220754;64873;Colony founded
2;Info;2468;;220755;64874;Colony founded
2;Info;2468;;220802;64886;Colony founded
2;Info;2468;;220974;64928;Colony founded
2;Info;2468;;221034;64944;Colony founded
2;Info;2468;;221142;64983;Colony founded
2;Info;2468;;221187;64995;Colony founded
2;Info;2468;;221207;64998;Colony founded
2;Info;2468;;221261;65013;Colony founded
2;Info;2468;;221312;65030;Colony founded
2;Info;2468;;221449;65074;Colony founded
2;Info;2468;;221584;65111;Colony founded
2;Info;2468;;221674;65138;Colony founded
2;Info;2468;;221675;65138;Colony founded
2;Info;2468;;221773;65160;Colony founded
2;Info;2468;;222192;65291;Colony founded
2;Battle;2468;2251;222365;65339;Planet conquered by race 2468
2;Battle;2468;2251;222366;65339;Planet conquered by race 2468
2;Diplo;2468;2319;;65352;First Contact: Alliance!
2;Civ;2319;;;;TL uplifting from 6 to 7
2;Info;2468;;222430;65354;Colony founded
2;Info;2468;;222432;65354;Colony founded
2;Battle;2468;2251;222492;65374;Planet conquered by race 2468
2;Info;2468;;224084;65819;Colony founded
2;Info;2468;;224086;65820;Colony founded
2;Info;2468;;224133;65833;Colony founded
2;Info;2468;;224195;65849;Colony founded
2;Info;2468;;224196;65849;Colony founded
2;Info;2468;;224198;65849;Colony founded
2;Info;2468;;224264;65866;Colony founded
2;Info;2468;;224583;65953;Colony founded
2;Info;2468;;224650;65975;Colony founded
2;Info;2468;;224719;65994;Colony founded
2;Info;2468;;224744;66004;Colony founded
2;Info;2468;;224831;66032;Colony founded
2;Info;2468;;224834;66033;Colony founded
2;Info;2468;;224873;66048;Colony founded
2;Info;2468;;224886;66052;Colony founded
2;Info;2468;;225149;66128;Colony founded
2;Info;2468;;225163;66130;Colony founded
2;Info;2468;;225223;66148;Colony founded
2;Info;2468;;225256;66160;Colony founded
2;Info;2468;;225391;66199;Colony founded
2;Info;2468;;225505;66236;Colony founded
2;Info;2468;;225506;66236;Colony founded
2;Diplo;2468;2346;;66276;First Contact: Alliance!
2;Civ;2346;;;;TL uplifting from 1 to 7 (New gov : Imperialism)
2;Info;2468;;225730;66306;Colony founded
2;Battle;2468;2251;225853;66335;Planet conquered by race 2468
2;Info;2468;;225996;66383;Colony founded
2;Battle;2468;2251;225999;66384;Planet conquered by race 2468
2;Info;2468;;227605;66838;Colony founded
2;Info;2468;;227734;66875;Colony founded
2;Info;2468;;227759;66882;Colony founded
2;Info;2468;;227827;66901;Colony founded
2;Diplo;2468;2471;;66947;First Contact: Alliance!
2;Info;2468;;228075;66982;Colony founded
2;Info;2468;;228121;66995;Colony founded
2;Info;2468;;228128;66999;Colony founded
2;Info;2468;;228130;67000;Colony founded
2;Info;2468;;228145;67004;Colony founded
2;Info;2468;;228276;67039;Colony founded
2;Info;2468;;228280;67039;Colony founded
2;Info;2468;;228291;67041;Colony founded
2;Info;2468;;228312;67049;Colony founded
2;Info;2468;;228335;67057;Colony founded
2;Info;2468;;228397;67073;Colony founded
2;Diplo;2468;2377;;67074;First Contact: Alliance!
2;Civ;2377;;;;TL uplifting from 1 to 7 (New gov : Bureaucracy)
2;Info;2468;;228453;67087;Colony founded
2;Info;2468;;228519;67109;Colony founded
2;Info;2468;;228627;67141;Colony founded
2;Info;2468;;228930;67223;Colony founded
2;Info;2468;;228940;67227;Colony founded
2;Info;2468;;228957;67229;Colony founded
2;Info;2468;;228987;67238;Colony founded
2;Info;2468;;229063;67258;Colony founded
2;Info;2468;;229137;67278;Colony founded
2;Info;2468;;229209;67295;Colony founded
2;Info;2468;;229379;67347;Colony founded
2;Battle;2468;2251;229391;67351;Planet conquered by race 2468
2;Info;2468;;229442;67370;Colony founded
2;Info;2468;;229582;67416;Colony founded
2;Info;2468;;231315;67934;Colony founded
2;Info;2468;;231317;67935;Colony founded
2;Info;2468;;231412;67959;Colony founded
2;Info;2468;;231685;68030;Colony founded
2;Info;2468;;231831;68072;Colony founded
2;Info;2468;;232055;68139;Colony founded
2;Info;2468;;232295;68199;Colony founded
2;Diplo;2468;2428;;68203;First Contact: No intercourse!
2;Info;2468;;232358;68210;Colony founded
2;Info;2468;;232364;68212;Colony founded
2;Info;2468;;232419;68225;Colony founded
2;Info;2468;;232503;68248;Colony founded
2;Info;2468;;232627;68280;Colony founded
2;Info;2468;;232680;68289;Colony founded
2;Info;2468;;232719;68296;Colony founded
2;Info;2468;;232731;68300;Colony founded
2;Info;2468;;232922;68353;Colony founded
2;Info;2468;;233111;68409;Colony founded
2;Info;2468;;233255;68455;Colony founded
2;Info;2468;;233391;68499;Colony founded
2;Info;2468;;235261;69021;Colony founded
2;Info;2468;;235416;69074;Colony founded
2;Info;2468;;235503;69103;Colony founded
2;Info;2468;;235622;69135;Colony founded
2;Info;2468;;235636;69140;Colony founded
2;Info;2468;;235718;69169;Colony founded
2;Info;2468;;235762;69181;Colony founded
2;Info;2468;;235766;69184;Colony founded
2;Info;2468;;235821;69195;Colony founded
2;Info;2468;;235840;69200;Colony founded
2;Info;2468;;235927;69230;Colony founded
2;Info;2468;;236050;69274;Colony founded
2;Info;2468;;236183;69310;Colony founded
2;Info;2468;;236283;69347;Colony founded
2;Info;2468;;236504;69413;Colony founded
2;Info;2468;;236580;69442;Colony founded
2;Info;2468;;236791;69509;Colony founded
2;Info;2468;;238097;69913;Colony founded
2;Info;2468;;238200;69943;Colony founded
2;Info;2468;;238276;69968;Colony founded
2;Info;2468;;238321;69977;Colony founded
2;Info;2468;;238455;70011;Colony founded
2;Info;2468;;238498;70021;Colony founded
2;Info;2468;;238578;70051;Colony founded
2;Info;2468;;238618;70065;Colony founded
2;Info;2468;;238625;70068;Colony founded
2;Info;2468;;238715;70095;Colony founded
2;Info;2468;;238749;70105;Colony founded
2;Info;2468;;238892;70134;Colony founded
2;Info;2468;;238925;70140;Colony founded
2;Info;2468;;238974;70159;Colony founded
2;Info;2468;;238978;70160;Colony founded
2;Info;2468;;239067;70190;Colony founded
2;Info;2468;;239071;70190;Colony founded
2;Info;2468;;239294;70247;Colony founded
2;Info;2468;;239468;70295;Colony founded
2;Info;2468;;239507;70305;Colony founded
2;Info;2468;;239537;70312;Colony founded
2;Info;2468;;239547;70315;Colony founded
2;Info;2468;;239634;70335;Colony founded
2;Info;2468;;239857;70405;Colony founded
2;Diplo;2468;2512;;70420;First Contact: War!
2;Battle;2468;2512;239896;70420;Planet conquered by race 2468
2;Info;2468;;240063;70476;Colony founded
2;Info;2468;;240162;70502;Colony founded
2;Diplo;2468;2518;;70516;First Contact: Trade!
2;Info;2468;;241607;70933;Colony founded
2;Info;2468;;241633;70937;Colony founded
2;Info;2468;;241719;70961;Colony founded
2;Info;2468;;241743;70971;Colony founded
2;Diplo;2468;2539;;70975;First Contact: Alliance!
2;Civ;2539;;;;TL uplifting from 1 to 7 (New gov : Syndicate)
2;Info;2539;;241762;70975;Colony founded
2;Info;2468;;241768;70976;Colony founded
2;Info;2468;;241772;70976;Colony founded
2;Info;2468;;241834;70991;Colony founded
2;Info;2468;;241835;70991;Colony founded
2;Info;2468;;241904;71017;Colony founded
2;Info;2468;;242146;71082;Colony founded
2;Info;2468;;242193;71092;Colony founded
2;Info;2468;;242204;71096;Colony founded
2;Info;2468;;242207;71098;Colony founded
2;Info;2468;;242441;71158;Colony founded
2;Info;2468;;242560;71186;Colony founded
2;Info;2468;;242562;71187;Colony founded
2;Info;2468;;242741;71239;Colony founded
2;Info;2468;;242768;71244;Colony founded
2;Info;2468;;242828;71261;Colony founded
2;Info;2468;;242833;71262;Colony founded
2;Info;2468;;242955;71304;Colony founded
2;Info;2468;;243116;71344;Colony founded
2;Info;2468;;243251;71377;Colony founded
2;Info;2468;;243376;71409;Colony founded
2;Info;2468;;243449;71427;Colony founded
2;Info;2468;;243726;71497;Colony founded
2;Info;2468;;243765;71507;Colony founded
